c random 2000 vertices, 8000 edges, seed = 11
g 2000 8000
e 739 37 2769
e 1892 533 603
e 1218 1927 8224
e 1798 1871 9288
e 675 1036 1725
e 870 635 6602
e 1313 813 9257
e 323 1853 2415
e 122 1092 762
e 746 1065 1712
e 580 1951 1345
e 732 8 56
e 1025 1161 6048
e 189 871 7244
e 524 1628 6582
e 1916 1336 8321
e 427 507 8334
e 521 867 7106
e 843 1060 1230
e 536 1937 4378
e 861 836 8811
e 1180 553 3071
e 791 1561 9205
e 1779 775 6043
e 731 955 1933
e 146 893 2634
e 1759 1641 3901
e 666 562 5162
e 63 1836 9363
e 417 821 2559
e 1027 4 1649
e 1348 901 5129
e 1206 1020 5601
e 1714 330 4412
e 301 1886 5975
e 1001 1994 3539
e 704 843 4939
e 945 1662 4367
e 1331 1300 2023
e 1679 1644 1890
e 1925 1376 6298
e 158 1540 1259
e 1224 1758 4078
e 1679 414 6224
e 778 879 7624
e 637 1287 7663
e 198 1164 9245
e 1165 583 1541
e 606 507 6862
e 1409 766 6712
e 1989 1887 5145
e 226 787 5142
e 63 25 7418
e 628 271 7535
e 723 10 2352
e 1112 347 6622
e 555 880 7125
e 1950 1118 4774
e 936 1415 6967
e 1970 1199 8078
e 457 836 2654
e 631 352 4799
e 941 800 6025
e 987 400 343
e 450 9 486
e 1374 1606 3766
e 486 639 2112
e 1782 1751 6177
e 1006 336 7174
e 1237 1860 8033
e 1785 309 4374
e 568 674 3315
e 1248 1250 9478
e 81 1467 5266
e 1076 1016 9813
e 61 1319 8015
e 776 1133 6427
e 1678 718 2188
e 1165 912 8667
e 966 1104 1525
e 312 595 4160
e 358 1929 4131
e 1244 97 2276
e 1570 1168 2292
e 693 131 2512
e 1238 23 7484
e 1180 1174 5970
e 1891 275 5522
e 842 219 5566
e 895 1680 9931
e 1929 1206 5458
e 1159 1805 9529
e 148 1906 3845
e 872 1181 5228
e 1886 290 9253
e 923 733 8793
e 1158 1783 6519
e 86 866 3210
e 1850 1255 3274
e 879 161 2676
e 1790 817 3038
e 1238 1287 5262
e 1513 405 7730
e 21 91 7009
e 1833 1275 3402
e 704 1847 8282
e 296 1064 1192
e 1860 965 8249
e 826 1127 2793
e 528 249 5146
e 1504 808 8922
e 122 423 8728
e 674 345 6360
e 1237 1969 5677
e 39 1855 5229
e 201 333 9962
e 1560 560 3677
e 915 1958 401
e 884 280 5071
e 1793 1403 1637
e 683 1744 5205
e 441 822 2783
e 1443 603 4479
e 1693 1240 8173
e 808 1119 6947
e 238 298 2536
e 24 1782 8402
e 721 1488 3303
e 952 1999 7698
e 1514 1668 9772
e 1349 1942 1388
e 1021 1214 7867
e 1506 1901 2910
e 1936 1138 6819
e 1458 1270 951
e 17 635 216
e 1297 1891 2637
e 104 96 3460
e 1619 1203 5377
e 1309 1964 4699
e 1079 37 4597
e 1638 1521 2869
e 190 1379 2092
e 1501 1402 4396
e 1693 383 949
e 1058 295 7773
e 1426 1694 9627
e 1740 1936 8610
e 695 814 9569
e 38 327 7470
e 1824 1346 6997
e 1592 2000 6554
e 1259 1367 3778
e 1458 358 1895
e 710 1428 7518
e 945 1952 8774
e 36 1121 6927
e 637 1692 3706
e 574 1115 732
e 1817 833 8615
e 1787 325 286
e 1504 440 6163
e 1956 151 9591
e 1520 303 3722
e 763 113 6991
e 1599 22 8092
e 304 1311 4812
e 606 1548 8998
e 188 416 4068
e 978 1514 4144
e 825 457 9769
e 102 1809 1032
e 729 144 4242
e 869 154 2030
e 1717 1173 6154
e 281 941 1850
e 683 644 4466
e 888 651 8680
e 1492 916 5553
e 1323 944 6765
e 238 1301 4018
e 1592 1098 6644
e 1118 571 1351
e 1851 341 5770
e 237 355 7480
e 1971 1676 6769
e 437 1214 149
e 1958 8 7971
e 1759 1994 2928
e 1076 555 7357
e 184 508 9089
e 1941 178 9340
e 1824 1503 4796
e 1580 1534 8404
e 1373 950 8465
e 1321 194 8599
e 487 1013 3270
e 322 128 3464
e 199 866 107
e 155 1679 7024
e 871 1669 9969
e 1470 1321 5915
e 677 1636 9142
e 1202 1690 5107
e 300 1 4299
e 1925 47 108
e 949 1655 893
e 400 210 1546
e 812 172 7196
e 333 28 8891
e 249 1958 4533
e 996 1376 9586
e 1531 68 2093
e 1471 1807 2022
e 1599 1820 6976
e 1091 73 6879
e 741 1913 2446
e 1796 657 5703
e 1386 239 3175
e 1295 1659 1299
e 906 57 7202
e 1626 1994 6238
e 900 554 1159
e 444 239 7537
e 506 41 903
e 1381 198 3114
e 1329 1225 7771
e 1383 237 361
e 937 89 3154
e 1279 1371 7860
e 1227 975 5945
e 243 1677 2863
e 563 972 8129
e 1404 1045 5091
e 293 435 9834
e 1804 1113 3754
e 1057 1197 2164
e 1087 1803 9088
e 1225 911 3308
e 1549 1828 1090
e 1995 1187 8268
e 1961 730 1362
e 848 163 2834
e 974 794 1818
e 1812 973 7864
e 839 164 1257
e 725 1007 7066
e 44 1763 3852
e 1838 351 1978
e 1105 1962 223
e 441 1528 2717
e 1514 432 166
e 640 1271 8738
e 905 998 3086
e 1930 1965 8101
e 1511 283 6514
e 1614 1973 3046
e 483 631 2008
e 1563 1798 3579
e 1103 328 1192
e 1468 1401 7289
e 820 265 7444
e 1740 1987 2666
e 998 4 1850
e 1542 1950 4425
e 944 185 6665
e 456 1726 451
e 1694 1799 1672
e 1990 540 9039
e 1385 260 5606
e 1805 1332 1030
e 356 1962 133
e 1956 1154 2229
e 559 66 8829
e 784 1100 8779
e 935 185 1216
e 1921 1990 6529
e 395 834 7055
e 1851 656 5208
e 936 1581 7066
e 1622 147 1473
e 176 877 5359
e 588 775 7561
e 1549 589 3274
e 1319 839 8295
e 1053 968 872
e 1169 270 1935
e 380 478 2634
e 502 1362 326
e 1308 1195 9850
e 618 19 2404
e 1622 1408 1566
e 17 1418 6943
e 38 954 9709
e 1295 401 1497
e 1118 643 9732
e 952 1970 7727
e 36 1650 7095
e 1803 1959 5993
e 1286 1576 7236
e 890 404 2223
e 1621 700 3080
e 932 816 8070
e 1169 480 5819
e 261 1709 7509
e 1096 1961 5868
e 1988 1246 4970
e 1940 1065 9208
e 1279 1211 6947
e 1241 195 8223
e 582 538 6536
e 1584 21 5780
e 768 51 790
e 277 299 9717
e 1138 1291 2910
e 1474 1558 8868
e 348 747 4168
e 1779 1521 5337
e 343 784 5294
e 904 1954 627
e 154 1012 8022
e 1604 81 2417
e 950 1533 7639
e 117 377 9421
e 602 1977 9508
e 1829 94 9041
e 74 1819 1859
e 108 222 1095
e 1770 745 2137
e 494 1639 3711
e 1505 1665 5297
e 1633 166 3754
e 1687 641 1494
e 1380 1517 482
e 1054 947 6538
e 62 468 9738
e 1824 1561 2375
e 1899 1665 9649
e 1169 677 4614
e 1041 1439 8412
e 1183 1420 84
e 1481 308 1047
e 400 1961 7353
e 998 979 2413
e 448 976 6184
e 536 371 8566
e 1672 1482 4826
e 791 454 13
e 1990 1871 8937
e 1252 134 4292
e 1174 591 2991
e 1545 1095 1311
e 503 1711 8071
e 132 181 834
e 881 1634 2059
e 1594 469 4082
e 355 167 6278
e 495 1329 8997
e 27 39 2444
e 755 840 2130
e 1883 554 9039
e 1221 1976 1889
e 237 254 5759
e 180 1931 6817
e 1811 1308 6884
e 970 1088 9692
e 1459 1652 3285
e 1480 1142 5627
e 1213 1329 5952
e 654 816 7400
e 980 1921 4417
e 358 1289 9393
e 57 1776 2373
e 1007 1243 2659
e 1114 1070 4638
e 1947 552 2099
e 93 366 2360
e 145 1754 8156
e 649 1151 2807
e 593 229 5595
e 1264 338 4138
e 5 1306 2618
e 1931 1638 1061
e 1506 40 8308
e 412 279 1322
e 452 1948 3415
e 470 438 9773
e 1376 1608 757
e 1758 1586 6966
e 91 1958 891
e 1663 1664 260
e 1931 518 190
e 646 1156 184
e 1378 658 8224
e 368 602 7254
e 48 609 6878
e 385 95 8357
e 808 1574 1228
e 614 123 4821
e 781 429 8702
e 1495 415 6056
e 840 742 3094
e 65 509 1003
e 387 375 4623
e 1025 854 1984
e 197 565 1450
e 1579 794 4982
e 1386 100 5430
e 598 1709 80
e 1686 1275 7474
e 1669 827 7309
e 470 607 6505
e 631 623 7313
e 1723 675 2943
e 1565 566 7408
e 255 815 8320
e 472 263 9647
e 1962 110 5325
e 1087 1005 5006
e 1171 1059 4324
e 997 1841 1046
e 1143 461 409
e 1745 1681 4947
e 1298 1115 2631
e 1822 1181 3750
e 905 1128 8070
e 1547 640 7058
e 1241 145 7139
e 1199 575 3663
e 749 295 4371
e 1045 1976 7748
e 20 222 7674
e 1505 1200 710
e 1000 637 7126
e 883 1154 2518
e 805 14 7520
e 59 23 2063
e 1297 1265 2793
e 1463 136 6204
e 1927 1122 7014
e 79 69 6318
e 566 195 4309
e 1894 1507 7361
e 1853 817 3695
e 958 636 3547
e 1236 357 1943
e 1668 811 5440
e 1856 212 1599
e 543 802 9730
e 1643 1662 3405
e 831 530 3760
e 1422 1955 4226
e 184 1805 1750
e 1574 1476 2817
e 1763 1102 2233
e 95 289 2917
e 1138 1029 272
e 1291 572 2201
e 765 1088 8348
e 320 1275 891
e 8 244 506
e 133 792 5318
e 828 1442 6535
e 1751 3 2312
e 1080 1230 8551
e 1893 227 3636
e 1348 5 5424
e 1804 1200 8554
e 754 1515 4885
e 1004 1386 961
e 98 1943 1440
e 95 1724 6119
e 1355 1749 1495
e 931 1921 3835
e 780 1993 5538
e 1305 1452 4512
e 1846 1996 1764
e 1784 1522 4548
e 1579 771 823
e 1344 941 2484
e 160 1566 4995
e 1407 627 5657
e 706 1899 2990
e 987 1294 7627
e 1642 1966 2149
e 975 249 6780
e 1469 1140 8353
e 1306 272 4812
e 1372 1702 4477
e 82 1757 9237
e 1926 1751 7170
e 362 1303 7244
e 1402 1744 3142
e 1461 632 6758
e 1211 77 4224
e 712 816 2938
e 1052 309 5691
e 1826 1646 5426
e 1935 1060 7165
e 1134 774 3354
e 897 527 771
e 479 363 3739
e 1610 314 4254
e 743 1500 3349
e 71 311 6670
e 1345 17 4480
e 47 1168 2687
e 1821 67 5092
e 168 1791 6106
e 1445 1376 4902
e 1114 1989 9448
e 1617 145 5820
e 253 132 3597
e 1315 763 7828
e 783 402 2848
e 788 521 4362
e 789 289 9115
e 244 411 4299
e 597 1446 9818
e 1734 733 4411
e 872 619 6782
e 1869 1206 9417
e 757 1714 164
e 1328 1855 3148
e 1985 635 6028
e 1677 1267 6133
e 100 1767 6488
e 1645 460 9539
e 921 869 4122
e 1663 68 8118
e 1810 1335 6661
e 688 1993 3290
e 1075 159 9934
e 419 1859 874
e 1 1843 6889
e 493 1213 2172
e 1227 1934 3183
e 710 857 2351
e 1086 736 4645
e 764 107 1221
e 1637 1022 5916
e 370 1289 5290
e 1621 1080 5306
e 533 1484 4822
e 1056 215 165
e 400 1731 6505
e 260 1614 812
e 629 1291 2526
e 1071 1715 9975
e 988 242 5228
e 354 51 9175
e 1018 683 8902
e 966 956 7238
e 515 1239 6469
e 1432 1075 1311
e 555 156 5239
e 35 428 4980
e 1021 570 7965
e 892 258 3340
e 392 633 6347
e 628 1682 3306
e 1820 1296 1709
e 372 1657 3670
e 662 1184 1010
e 1283 165 3342
e 186 37 9763
e 448 1944 1094
e 63 1647 9652
e 1328 1488 2170
e 1614 656 1172
e 455 20 5122
e 1753 886 2305
e 1148 1181 4767
e 1111 448 1814
e 1776 1639 9580
e 229 1704 8040
e 135 1867 1282
e 567 1464 3529
e 1256 1599 7146
e 467 1663 3129
e 342 313 913
e 1439 776 6921
e 914 1198 3936
e 1098 1481 536
e 1147 1205 5827
e 8 1460 7078
e 228 478 7318
e 1678 1842 5998
e 1697 1491 3629
e 1659 579 6877
e 1116 539 7117
e 769 510 9104
e 1722 1747 5996
e 1688 1202 7419
e 1026 558 2460
e 1795 45 7330
e 1759 920 9893
e 141 1961 9986
e 1148 381 5080
e 53 1265 8392
e 1432 1717 2848
e 20 1973 9456
e 205 192 1259
e 1856 1963 7963
e 251 143 9685
e 1834 1892 4102
e 914 1162 4545
e 489 1301 3562
e 1467 1374 9659
e 478 1498 2675
e 881 1746 2178
e 857 545 9761
e 671 93 5530
e 431 1596 8111
e 1444 567 9886
e 1257 603 1075
e 1019 1358 6862
e 1314 1990 8256
e 1587 807 3831
e 1820 1715 5064
e 1193 1571 6524
e 1753 586 4581
e 1162 1164 2417
e 802 51 6936
e 1402 193 83
e 294 875 3284
e 133 1192 5105
e 1400 290 6955
e 911 232 2350
e 737 248 708
e 1613 199 5092
e 1083 1971 5569
e 615 214 9004
e 754 1371 7297
e 1624 1742 1717
e 519 649 7727
e 574 799 248
e 942 370 6883
e 1936 1634 100
e 819 723 3961
e 1660 1427 4597
e 1516 89 4291
e 1272 1293 893
e 1626 1319 5216
e 1793 999 4449
e 168 1015 3933
e 1289 184 2284
e 769 1130 1146
e 1102 758 3869
e 1044 1489 1321
e 1688 1764 6144
e 1306 1151 517
e 1584 1811 3299
e 716 856 176
e 1181 271 3962
e 264 1559 6971
e 931 252 1623
e 341 355 1696
e 325 1644 6989
e 1922 709 9233
e 1952 1118 1946
e 240 626 1060
e 840 1496 6609
e 1165 1566 1562
e 969 1158 3101
e 1589 1108 9125
e 1734 998 7259
e 501 533 2450
e 39 1741 5066
e 1531 253 286
e 484 936 678
e 1673 771 8587
e 682 1063 3534
e 1235 1846 8269
e 695 236 6005
e 1701 1801 4689
e 680 501 7327
e 1076 1507 4953
e 398 1241 9290
e 717 1998 8956
e 933 797 2481
e 1061 1184 1820
e 1803 1993 261
e 1381 405 5566
e 683 528 1970
e 1958 1890 6903
e 1319 1753 8529
e 1530 1797 8734
e 1764 1948 4919
e 554 1690 721
e 266 1551 1976
e 802 1944 6287
e 1798 730 1158
e 764 246 8130
e 1085 1910 1691
e 1385 477 8689
e 653 1772 7243
e 1156 510 869
e 1691 519 6984
e 1081 1681 908
e 1796 1693 2683
e 1863 1698 7165
e 945 860 7305
e 914 1144 2902
e 1684 1262 1907
e 1377 43 9485
e 347 1135 9328
e 461 652 5667
e 112 395 7718
e 1828 1158 9473
e 1868 1341 188
e 29 1234 5341
e 552 391 6465
e 383 413 6126
e 1817 1829 6064
e 1163 720 2763
e 1825 1847 5012
e 46 381 2718
e 923 595 9437
e 55 1344 5961
e 39 796 3127
e 212 259 9468
e 377 231 6439
e 1568 275 2957
e 318 632 4311
e 1545 322 2922
e 1163 1809 2614
e 1386 319 2836
e 1041 965 913
e 558 1183 4713
e 1151 128 8361
e 1823 1436 7883
e 1005 1471 5047
e 1104 687 5155
e 1561 1287 8310
e 1038 1904 4227
e 1353 1923 2904
e 394 1202 9399
e 1181 68 4705
e 424 1018 2699
e 546 960 480
e 627 1689 7943
e 1018 10 8568
e 1930 1715 7548
e 1425 478 8782
e 1359 1933 5503
e 218 1374 9189
e 1611 380 8833
e 1639 1379 985
e 913 435 2182
e 413 1069 334
e 121 140 4998
e 1121 78 5629
e 409 1740 4339
e 1967 209 9511
e 1586 900 804
e 372 1610 1104
e 1153 1468 5041
e 1463 1683 5508
e 808 1982 6991
e 1768 577 3476
e 761 1942 6245
e 607 631 2414
e 837 1791 9635
e 1581 768 3855
e 813 1444 3844
e 944 1350 8642
e 94 1623 1810
e 1080 45 7595
e 464 1094 9945
e 81 484 279
e 632 1744 4125
e 929 33 292
e 531 1113 5480
e 678 1513 9201
e 1115 1195 6557
e 1189 182 1713
e 886 1361 6355
e 1625 1177 4590
e 1927 1971 7771
e 866 1819 6350
e 1028 1760 8089
e 874 589 5991
e 1075 454 9829
e 1698 500 695
e 1829 1571 7422
e 1870 1044 6136
e 151 1506 6728
e 1152 360 1782
e 187 317 6699
e 807 1111 4966
e 1495 1277 495
e 1320 609 4247
e 212 339 3556
e 1108 739 9515
e 289 1588 8839
e 629 59 5316
e 677 1053 3618
e 1244 436 4931
e 427 936 2759
e 1443 206 2945
e 387 1904 8964
e 574 1625 6716
e 1531 180 4723
e 700 578 1944
e 1337 878 8191
e 1029 1576 1318
e 1491 209 3400
e 1221 1222 8675
e 116 483 1550
e 1579 202 6732
e 1631 1404 4816
e 177 280 1197
e 648 649 1917
e 1079 317 1321
e 271 1856 895
e 355 1311 26
e 1998 946 7608
e 149 1504 1832
e 1666 1339 1275
e 943 581 863
e 534 55 9520
e 1032 1313 6159
e 403 1574 9754
e 1577 1720 4682
e 1673 1892 3804
e 90 187 5720
e 468 1225 7760
e 1742 579 3537
e 1634 427 9558
e 1686 1965 3997
e 1238 1412 9473
e 496 526 552
e 636 819 5776
e 339 1475 7195
e 1252 845 3239
e 1938 23 3522
e 922 244 8206
e 1991 258 954
e 1674 670 4334
e 387 1892 8835
e 1818 1703 2049
e 1747 393 8344
e 504 1343 9950
e 218 929 3774
e 1218 1776 5114
e 659 561 2551
e 1645 1556 4682
e 766 44 3873
e 1541 913 8345
e 371 1997 6711
e 1003 1154 112
e 1999 934 8898
e 77 245 5509
e 1983 1969 1692
e 1601 463 5911
e 603 451 8170
e 1594 1506 9566
e 1039 586 7313
e 344 5 9415
e 730 230 6998
e 1867 984 6141
e 1342 625 6989
e 931 1664 2058
e 1519 1194 8598
e 54 1317 6343
e 1284 294 9730
e 1723 633 8936
e 918 1125 186
e 812 1717 3308
e 85 1904 9983
e 392 178 9890
e 1640 594 5189
e 526 1864 13
e 430 89 3288
e 730 54 8726
e 319 359 9128
e 863 1168 9299
e 1788 1147 9739
e 253 1063 7004
e 1373 500 7127
e 1917 842 3245
e 302 1033 9109
e 631 1358 8078
e 603 1246 1424
e 1306 1567 3768
e 623 1546 5259
e 583 406 7715
e 895 1280 9823
e 1130 702 4254
e 1592 598 8184
e 1744 965 9661
e 858 55 4333
e 516 1875 6145
e 178 1515 163
e 490 1753 5386
e 1166 938 3164
e 376 930 4715
e 1792 1108 3877
e 377 526 3359
e 994 33 875
e 1314 553 5597
e 931 1584 542
e 753 1235 3093
e 491 1116 5757
e 285 1542 9340
e 926 1779 7561
e 1397 1255 54
e 953 788 7241
e 777 263 3304
e 675 665 3740
e 1175 1473 9392
e 908 378 7205
e 100 1298 6617
e 1471 392 8979
e 1184 1937 4864
e 428 196 5023
e 1186 416 7144
e 134 1058 3807
e 24 1664 1609
e 1590 31 5281
e 603 1532 3189
e 1806 567 1491
e 1499 1075 3135
e 456 1850 4548
e 205 886 2439
e 1763 563 7713
e 1765 1194 4798
e 1302 1449 7169
e 1165 1465 2186
e 1129 9 154
e 795 425 5332
e 1647 1631 9217
e 794 1812 2951
e 135 994 6491
e 1093 1131 7702
e 1222 770 5619
e 862 458 1535
e 803 930 710
e 740 921 9662
e 58 1193 8470
e 1294 1369 2851
e 43 438 829
e 220 866 6148
e 406 1052 1046
e 1639 70 8799
e 1263 577 930
e 496 470 9467
e 1312 672 3797
e 1103 676 7478
e 1231 1190 4000
e 735 1183 605
e 176 1185 1439
e 357 414 9451
e 1614 1490 406
e 595 108 7008
e 580 969 4149
e 218 1630 4427
e 185 327 1262
e 1413 1908 6605
e 11 642 607
e 190 995 3894
e 12 1001 84
e 535 500 1323
e 996 1070 2177
e 1544 908 9840
e 1588 1332 6436
e 566 563 2352
e 192 1913 7691
e 1421 39 3159
e 66 1177 5063
e 986 899 4377
e 1031 287 3105
e 1249 629 5596
e 5 1399 9265
e 1601 1876 5363
e 1534 351 6049
e 461 831 3039
e 1303 74 2196
e 1341 739 2958
e 657 586 8726
e 1976 507 6193
e 1457 1794 3767
e 1596 1443 8091
e 1506 617 4863
e 161 182 8996
e 1449 161 2292
e 1251 31 2015
e 1676 1286 19
e 571 1817 9202
e 403 212 8324
e 1241 744 1686
e 10 1039 4520
e 1931 371 2609
e 1375 161 1052
e 1612 1357 3878
e 193 1672 3106
e 1550 1199 4672
e 1004 1607 567
e 1953 1164 8756
e 1594 946 4881
e 1715 1561 7112
e 601 72 1286
e 680 274 8944
e 1107 943 6974
e 1622 1154 68
e 332 50 7629
e 690 580 2748
e 1569 1134 9019
e 879 599 3967
e 1581 1181 9862
e 1264 542 6347
e 1015 1220 6983
e 659 1154 5738
e 542 800 9216
e 1586 620 3922
e 843 847 5094
e 228 810 9799
e 1323 875 7285
e 1994 677 4371
e 1708 1234 9324
e 1242 977 8620
e 997 388 7049
e 614 1958 2068
e 836 1124 2628
e 880 1112 1533
e 51 262 4267
e 174 1941 9609
e 145 1912 5246
e 630 1650 6896
e 1619 1660 2113
e 197 947 6327
e 899 990 6081
e 814 1280 6334
e 1535 733 8426
e 1289 797 3205
e 1721 985 1948
e 119 1156 3455
e 717 512 9785
e 1463 559 5057
e 859 1644 6037
e 1807 1744 5496
e 1867 1468 7616
e 1832 1531 1634
e 172 1581 8965
e 1716 1122 5718
e 1777 1093 1961
e 755 1907 3035
e 117 1608 7551
e 1157 1050 7730
e 1925 1720 6368
e 489 418 7793
e 1949 354 4105
e 1915 1767 8500
e 377 915 9989
e 354 1867 948
e 1797 663 7047
e 891 1315 7296
e 15 368 6110
e 325 1985 4534
e 1245 747 6578
e 866 458 9286
e 84 1410 6406
e 1809 1535 8354
e 1133 646 6184
e 1283 1481 2950
e 1767 1064 2068
e 1420 1880 9163
e 1770 973 4793
e 1213 872 958
e 1078 417 7437
e 1287 127 6471
e 549 1324 7426
e 590 1337 2041
e 723 456 7688
e 972 1846 6573
e 635 1145 4116
e 235 1432 2652
e 1820 1790 3306
e 775 1629 2721
e 1273 515 5959
e 484 1714 2939
e 1507 1166 5473
e 1639 627 5165
e 139 244 7483
e 1667 1887 1190
e 303 1842 9759
e 301 1549 6413
e 1588 221 2071
e 1553 884 2009
e 1208 458 7885
e 259 1844 4736
e 1167 1473 7862
e 1950 1610 1905
e 1695 513 6432
e 788 1975 9208
e 233 137 5020
e 429 1015 3712
e 419 1705 5489
e 178 681 2003
e 712 1336 3847
e 612 312 677
e 1557 1923 9231
e 1147 1248 8374
e 291 307 4369
e 1042 1250 6431
e 78 539 6941
e 1640 1382 5877
e 1117 1035 2098
e 1037 1140 3712
e 236 1051 4260
e 1783 832 3215
e 1831 1958 8660
e 267 1515 5779
e 530 602 5507
e 1511 575 6155
e 1466 1422 1883
e 828 376 6374
e 1766 1120 6053
e 519 1414 2185
e 115 1245 3798
e 568 653 8410
e 268 1746 6229
e 634 931 7723
e 1229 1325 7472
e 1375 338 7807
e 698 437 9356
e 1883 434 6806
e 95 605 7448
e 577 1023 6349
e 547 176 952
e 876 228 6554
e 1697 38 5407
e 1059 1292 4003
e 1368 1737 6372
e 1680 173 8704
e 928 1602 7367
e 1555 688 8587
e 1787 1596 3707
e 1610 233 6634
e 698 1462 908
e 1228 56 852
e 447 1231 5805
e 66 306 4164
e 1947 158 9188
e 724 1185 7014
e 167 1676 6880
e 1607 1486 5822
e 1155 24 5871
e 780 1551 6959
e 885 812 2451
e 853 1562 1255
e 1403 1190 2067
e 1242 640 7142
e 1436 703 1203
e 969 1102 841
e 48 1091 6400
e 833 1002 4779
e 290 646 397
e 88 979 2901
e 1998 1533 5292
e 216 556 2928
e 318 1241 4914
e 132 316 2314
e 716 993 9631
e 355 1610 9722
e 65 748 6179
e 1072 125 448
e 818 325 4368
e 1037 1780 8081
e 1934 949 8884
e 194 135 107
e 400 96 580
e 1478 950 9617
e 1844 1713 3504
e 112 1983 7855
e 955 1785 9066
e 1243 1184 856
e 946 587 818
e 583 529 9452
e 1317 28 2789
e 1710 999 5323
e 227 1233 8803
e 1549 190 192
e 960 1424 8065
e 518 1135 9220
e 1147 1934 8093
e 1231 1615 7410
e 505 1704 2569
e 1583 462 9373
e 63 546 2003
e 127 1191 3303
e 1247 1394 5780
e 957 1770 8743
e 300 1493 5594
e 1065 744 2588
e 1152 816 8957
e 1322 78 3267
e 782 1630 9640
e 1241 567 6719
e 977 358 2755
e 684 1024 7480
e 1432 1305 3724
e 364 1012 8453
e 1842 1447 3221
e 1921 1769 8159
e 1226 1212 4693
e 921 1885 9474
e 1832 1090 4094
e 528 151 785
e 367 1554 9874
e 840 269 7617
e 120 1639 8384
e 863 1917 1811
e 738 2 1489
e 1379 1831 8920
e 1327 1976 2291
e 234 289 1327
e 855 1224 4612
e 492 381 7577
e 1506 1586 7600
e 1510 1975 5773
e 1638 1770 1475
e 568 314 3285
e 1345 1013 2066
e 1186 1470 6723
e 934 1864 9464
e 1871 203 6341
e 794 540 2375
e 192 346 5466
e 121 804 7980
e 1377 1740 9554
e 1358 834 6127
e 405 245 232
e 1018 1549 6306
e 1902 356 4065
e 87 1687 5510
e 1810 867 818
e 1921 373 999
e 1231 911 4392
e 163 42 4209
e 1353 219 4686
e 51 130 2727
e 1133 521 7011
e 1748 916 7913
e 1855 1518 3765
e 650 728 4140
e 308 850 4791
e 1845 1300 9834
e 1717 1744 5439
e 405 1864 8304
e 532 728 5422
e 691 528 7582
e 685 72 1213
e 1997 1345 4459
e 1002 1332 3120
e 1942 531 7849
e 1998 1643 2147
e 1334 1153 2258
e 349 1142 2563
e 34 183 8689
e 1052 1517 6870
e 1724 1936 8114
e 1016 30 3725
e 1575 770 5953
e 1430 85 2956
e 812 770 8153
e 1403 793 9495
e 500 588 5833
e 856 609 8755
e 1814 47 2342
e 1643 565 6273
e 1858 871 43
e 1351 161 8252
e 1666 4 9397
e 1127 1586 20
e 1988 1868 4422
e 837 857 6285
e 687 258 5160
e 82 1296 3409
e 213 1732 1175
e 178 219 8791
e 1147 82 8168
e 1934 952 4155
e 451 124 3565
e 20 1864 9287
e 51 653 1723
e 525 582 5443
e 1155 857 1522
e 1024 510 7735
e 824 1750 26
e 986 1433 137
e 1564 134 905
e 764 1523 8260
e 1179 1239 3602
e 403 265 8470
e 1862 235 4323
e 1678 1405 1700
e 1792 112 2377
e 645 1635 5870
e 993 1269 2353
e 1742 1301 814
e 1419 1031 8857
e 1541 852 2011
e 621 147 5675
e 1112 1962 6512
e 1989 1860 9902
e 1341 273 7877
e 1654 1813 1304
e 825 1514 2180
e 1356 1442 5722
e 1917 1974 3736
e 541 1106 6058
e 82 1819 1896
e 1172 702 7205
e 1565 1698 4439
e 476 412 4044
e 31 749 9451
e 1558 1000 57
e 503 360 9995
e 1528 786 2078
e 1077 835 6913
e 1548 380 647
e 123 193 4044
e 86 298 2038
e 579 1257 2889
e 860 1576 6669
e 609 386 4689
e 1717 770 9904
e 1342 229 7418
e 1150 321 6809
e 1429 1523 8250
e 1895 1593 783
e 854 246 1220
e 1680 210 9504
e 334 1540 9890
e 51 1023 1711
e 1505 1635 2530
e 797 483 4784
e 785 740 5620
e 1468 1606 1691
e 234 1889 8418
e 1427 1904 3238
e 1003 472 1376
e 734 548 172
e 729 1235 89
e 541 1014 3753
e 1892 278 1940
e 1742 964 1910
e 675 396 5549
e 1597 701 2206
e 1197 1317 4854
e 788 1005 188
e 453 1251 6446
e 878 926 3686
e 1556 1227 4757
e 844 1662 923
e 1207 476 6527
e 1616 1293 4877
e 1688 467 6682
e 1011 1455 2742
e 1067 1304 9843
e 149 1503 3556
e 1377 1543 2393
e 1140 1550 7173
e 1118 160 1351
e 122 1340 4539
e 1904 133 4658
e 1518 1909 6199
e 934 1721 7019
e 834 986 5195
e 1144 1230 7762
e 1245 351 2596
e 1661 612 6077
e 1961 872 3722
e 107 209 4461
e 1116 274 3111
e 520 1072 7008
e 159 1541 6922
e 398 923 3970
e 1303 1698 8871
e 459 786 5832
e 1569 473 2546
e 895 335 3582
e 1617 906 4566
e 1496 1229 6783
e 131 1987 5752
e 622 1448 6728
e 1112 1674 1552
e 878 48 102
e 571 564 1517
e 286 1131 1239
e 1977 999 6554
e 876 1159 378
e 1397 918 7994
e 749 206 4774
e 37 1146 2086
e 1672 491 6803
e 554 1583 4292
e 587 1490 4021
e 1824 1047 2758
e 213 609 628
e 179 1162 3278
e 495 1592 2400
e 1641 595 3465
e 1334 920 5888
e 785 340 2469
e 263 2000 843
e 1808 174 5176
